system:index,Admin_unit,BD_reported_combined,BD_reported_g_cm3,BD_reported_g_cm3_mean,BD_reported_g_cm3_sd,BD_reported_g_cm3_se,Conv_factor,Core,Country,DOI,Data_type,Depth_to_bedrock_m,ECU,Habitat_type,Horizon_bin_cm,Horizon_mid_depth_cm,Human_modification,L_depth_m,Lat_Long,M2Tide,Method,N_perc,Notes,OC_from_SOM_our_eq,OC_obs_est,OC_perc,OC_perc_combined,OC_perc_final,OC_perc_mean,OC_perc_sd,OC_perc_se,Original_source,PETdry,PETwarm,Plot,SLR_zone,SOM_perc,SOM_perc_Heiri,SOM_perc_combined,SOM_perc_mean,SOM_perc_sd,Site,Site_name,Soil_type,Source,TSM,Time_replicate,Treatment,U_depth_m,Year_collected,Year_collected_end,accuracy_code,accuracy_flag,copernicus_elevation,copernicus_slope,maxPrecip,maxTemp,minPrecip,minTemp,n_cores,ndvi_med,ndvi_stdev,popDens,.geo
00000000000000000b48,Falkirk,0.18,0.18,NA,NA,NA,NA,SF-18-14,UK,https://doi.org/10.7489/12422-1,Core-level,NA,6.0,Salt marsh,0-15cm,4.5,0.5959410071372986,0.05,56.05922_-3.735084,168.98947143554688,EA,NA,NA,NA,Observed,16.64,16.64,16.64,NA,NA,NA,Miller et al 2022,84.0,98.0,NA,1.0,NA,NA,NA,NA,NA,Skinflats,LCM SF-18-14,NA,Miller et al 2022,9.095532417297363,NA,NA,0.04,2018,NA,1,direct from dataset,2.723973274230957,0.3857285976409912,93.0,191.0,47.0,0.0,NA,0.2481793314218521,0.08410361409187317,0.15428785979747772,"{""type"":""Point"",""coordinates"":[-3.735085733599978,56.05922092438042]}"
00000000000000000b4b,Falkirk,0.2,0.2,NA,NA,NA,NA,SF-18-17,UK,https://doi.org/10.7489/12422-1,Core-level,NA,6.0,Salt marsh,0-15cm,11,0.5959410071372986,0.12,56.05828_-3.7349,168.98947143554688,EA,NA,NA,NA,Observed,15.21,15.21,15.21,NA,NA,NA,Miller et al 2022,84.0,98.0,NA,1.0,NA,NA,NA,NA,NA,Skinflats,LCM SF-18-17,NA,Miller et al 2022,9.095532417297363,NA,NA,0.1,2018,NA,1,direct from dataset,2.2888450622558594,0.5488938093185425,93.0,191.0,48.0,0.0,NA,0.24784763157367706,0.0747920498251915,0.15428785979747772,"{""type"":""Point"",""coordinates"":[-3.7348984513557326,56.058280054058145]}"
00000000000000000b4c,Falkirk,0.16,0.16,NA,NA,NA,NA,SF-18-18,UK,https://doi.org/10.7489/12422-1,Core-level,NA,6.0,Salt marsh,0-15cm,4.5,0.5959410071372986,0.05,56.05821_-3.736575,168.98947143554688,EA,NA,NA,NA,Observed,20.93,20.93,20.93,NA,NA,NA,Miller et al 2022,84.0,98.0,NA,1.0,NA,NA,NA,NA,NA,Skinflats,LCM SF-18-18,NA,Miller et al 2022,9.095532417297363,NA,NA,0.04,2018,NA,1,direct from dataset,2.9236037731170654,1.589171051979065,93.0,191.0,48.0,0.0,NA,0.27276548743247986,0.10302463173866272,0.15428785979747772,"{""type"":""Point"",""coordinates"":[-3.73657507335183,56.05820870844129]}"
00000000000000000b4d,Falkirk,0.25,0.25,NA,NA,NA,NA,SF-18-19,UK,https://doi.org/10.7489/12422-1,Core-level,NA,6.0,Salt marsh,0-15cm,4.5,0.5959410071372986,0.05,56.05824_-3.736114,168.98947143554688,EA,NA,NA,NA,Observed,19.25,19.25,19.25,NA,NA,NA,Miller et al 2022,84.0,98.0,NA,1.0,NA,NA,NA,NA,NA,Skinflats,LCM SF-18-19,NA,Miller et al 2022,9.095532417297363,NA,NA,0.04,2018,NA,1,direct from dataset,2.5382933616638184,0.4099126160144806,93.0,191.0,48.0,0.0,NA,0.2614471912384033,0.09754336625337601,0.15428785979747772,"{""type"":""Point"",""coordinates"":[-3.7361157859433245,56.05823992214866]}"
00000000000000000b50,Falkirk,0.18,0.18,NA,NA,NA,NA,SF-18-22,UK,https://doi.org/10.7489/12422-1,Core-level,NA,6.0,Salt marsh,0-15cm,4.5,0.5959410071372986,0.05,56.05842_-3.734812,168.98947143554688,EA,NA,NA,NA,Observed,16.79,16.79,16.79,NA,NA,NA,Miller et al 2022,84.0,98.0,NA,1.0,NA,NA,NA,NA,NA,Skinflats,LCM SF-18-22,NA,Miller et al 2022,9.095532417297363,NA,NA,0.04,2018,NA,1,direct from dataset,2.2015132904052734,0.9269545674324036,93.0,191.0,48.0,0.0,NA,0.2516729533672333,0.08161372691392899,0.15428785979747772,"{""type"":""Point"",""coordinates"":[-3.7348137284357175,56.05841828619079]}"
00000000000000000b51,Falkirk,0.16,0.16,NA,NA,NA,NA,SF-18-23,UK,https://doi.org/10.7489/12422-1,Core-level,NA,6.0,Salt marsh,0-15cm,4.5,0.5959410071372986,0.05,56.05851_-3.734281,168.98947143554688,EA,NA,NA,NA,Observed,15.64,15.64,15.64,NA,NA,NA,Miller et al 2022,84.0,98.0,NA,1.0,NA,NA,NA,NA,NA,Skinflats,LCM SF-18-23,NA,Miller et al 2022,9.095532417297363,NA,NA,0.04,2018,NA,1,direct from dataset,2.2938034534454346,0.36986133456230164,93.0,191.0,47.0,0.0,NA,0.28129106760025024,0.08483173698186874,0.15428785979747772,"{""type"":""Point"",""coordinates"":[-3.7342830954103574,56.05851192731292]}"
00000000000000000b54,Falkirk,0.33,0.33,NA,NA,NA,NA,SF-18-26,UK,https://doi.org/10.7489/12422-1,Core-level,NA,6.0,Salt marsh,0-15cm,4.5,0.5959410071372986,0.05,56.05878_-3.732908,168.98947143554688,EA,NA,NA,NA,Observed,12.85,12.85,12.85,NA,NA,NA,Miller et al 2022,84.0,98.0,NA,1.0,NA,NA,NA,NA,NA,Skinflats,LCM SF-18-26,NA,Miller et al 2022,9.095532417297363,NA,NA,0.04,2018,NA,1,direct from dataset,0.0,3.937251091003418,92.0,191.0,47.0,0.0,NA,0.1981145739555359,0.07767806202173233,0.15428785979747772,"{""type"":""Point"",""coordinates"":[-3.732909692285896,56.058779473376134]}"
00000000000000000b55,Falkirk,0.22,0.22,NA,NA,NA,NA,SF-18-27,UK,https://doi.org/10.7489/12422-1,Core-level,NA,6.0,Salt marsh,50-100cm,51,0.5959410071372986,0.52,56.05733_-3.732918,168.98947143554688,EA,NA,NA,NA,Observed,4.99,4.99,4.99,NA,NA,NA,Miller et al 2022,84.0,98.0,NA,1.0,NA,NA,NA,NA,NA,Skinflats,LCM SF-18-27,NA,Miller et al 2022,9.095532417297363,NA,NA,0.5,2018,NA,1,direct from dataset,2.1379916667938232,4.018940448760986,92.0,191.0,47.0,0.0,NA,0.3040370047092438,0.09034889936447144,0.15428785979747772,"{""type"":""Point"",""coordinates"":[-3.7329186104880034,56.057330265533764]}"
00000000000000000b56,Falkirk,0.28,0.28,NA,NA,NA,NA,SF-18-28,UK,https://doi.org/10.7489/12422-1,Core-level,NA,6.0,Salt marsh,0-15cm,11,0.5959410071372986,0.12,56.05642_-3.7327,168.98947143554688,EA,NA,NA,NA,Observed,12.61,12.61,12.61,NA,NA,NA,Miller et al 2022,84.0,98.0,NA,1.0,NA,NA,NA,NA,NA,Skinflats,LCM SF-18-28,NA,Miller et al 2022,9.095532417297363,NA,NA,0.1,2018,NA,1,direct from dataset,2.256605625152588,0.6574608087539673,92.0,191.0,47.0,0.0,NA,0.24351319670677185,0.09219321608543396,0.15428785979747772,"{""type"":""Point"",""coordinates"":[-3.7327001145363847,56.056420608918856]}"
00000000000000000b58,Falkirk,0.31,0.31,NA,NA,NA,NA,SF-18-30,UK,https://doi.org/10.7489/12422-1,Core-level,NA,6.0,Salt marsh,0-15cm,11,0.5959410071372986,0.12,56.05775_-3.736188,168.98947143554688,EA,NA,NA,NA,Observed,0.827,0.827,0.827,NA,NA,NA,Miller et al 2022,84.0,98.0,NA,1.0,NA,NA,NA,NA,NA,Skinflats,LCM SF-18-30,NA,Miller et al 2022,9.095532417297363,NA,NA,0.1,2018,NA,1,direct from dataset,2.986481189727783,0.6754008531570435,93.0,191.0,48.0,0.0,NA,0.2931881844997406,0.09625674784183502,0.15428785979747772,"{""type"":""Point"",""coordinates"":[-3.736187131560178,56.05774942103278]}"
00000000000000000b5c,Falkirk,0.14,0.14,NA,NA,NA,NA,SKIN2001,UK,https://doi.org/10.7489/12422-1,Core-level,NA,6.0,Salt marsh,0-15cm,5,0.601753294467926,0.06,56.06288_-3.73385,168.98947143554688,EA,NA,NA,NA,Observed,17.067,17.067,17.067,NA,NA,NA,Miller et al 2022,84.0,98.0,NA,1.0,NA,NA,NA,NA,NA,Skinflats,LCM SKIN2001,NA,Miller et al 2022,9.095532417297363,NA,NA,0.04,2020,NA,1,direct from dataset,2.2835121154785156,2.5040371417999268,93.0,191.0,47.0,0.0,NA,0.22791798412799835,0.06543081998825073,0.15428785979747772,"{""type"":""Point"",""coordinates"":[-3.733850562608173,56.0628818463453]}"
00000000000000000b5f,Falkirk,0.21,0.21,NA,NA,NA,NA,SKIN2004,UK,https://doi.org/10.7489/12422-1,Core-level,NA,6.0,Salt marsh,30-50cm,31,0.664512038230896,0.32,56.06333_-3.732397,168.98947143554688,EA,NA,NA,NA,Observed,10.634,10.634,10.634,NA,NA,NA,Miller et al 2022,84.0,98.0,NA,1.0,NA,NA,NA,NA,NA,Skinflats,LCM SKIN2004,NA,Miller et al 2022,9.095532417297363,NA,NA,0.3,2020,NA,1,direct from dataset,1.8487054109573364,3.1335973739624023,92.0,191.0,47.0,0.0,NA,0.20032596588134766,0.0535697340965271,0.15428785979747772,"{""type"":""Point"",""coordinates"":[-3.732396895664751,56.0633322155517]}"
00000000000000000b60,Falkirk,0.2,0.2,NA,NA,NA,NA,SKIN2005,UK,https://doi.org/10.7489/12422-1,Core-level,NA,6.0,Salt marsh,50-100cm,81,0.664512038230896,0.82,56.06339_-3.731756,168.98947143554688,EA,NA,NA,NA,Observed,8.096,8.096,8.096,NA,NA,NA,Miller et al 2022,84.0,98.0,NA,1.0,NA,NA,NA,NA,NA,Skinflats,LCM SKIN2005,NA,Miller et al 2022,9.095532417297363,NA,NA,0.8,2020,NA,1,direct from dataset,1.5936036109924316,0.9409189820289612,92.0,191.0,47.0,0.0,NA,0.18222996592521667,0.050754088908433914,0.15428785979747772,"{""type"":""Point"",""coordinates"":[-3.7317547851130533,56.0633901838654]}"
00000000000000000b62,Falkirk,0.17,0.17,NA,NA,NA,NA,SKIN2015,UK,https://doi.org/10.7489/12422-1,Core-level,NA,6.0,Salt marsh,0-15cm,11,0.664512038230896,0.12,56.06302_-3.732186,168.98947143554688,EA,NA,NA,NA,Observed,8.518,8.518,8.518,NA,NA,NA,Miller et al 2022,84.0,98.0,NA,1.0,NA,NA,NA,NA,NA,Skinflats,LCM SKIN2015,NA,Miller et al 2022,9.095532417297363,NA,NA,0.1,2020,NA,1,direct from dataset,1.5167217254638672,0.1064075157046318,92.0,191.0,47.0,0.0,NA,0.18548636138439178,0.04852420836687088,0.15428785979747772,"{""type"":""Point"",""coordinates"":[-3.7321873179152387,56.06302007847795]}"
00000000000000000b63,Perth & Kinross,0.33,0.33,NA,NA,NA,NA,TAY2001,UK,https://doi.org/10.7489/12422-1,Core-level,NA,6.0,Salt marsh,0-15cm,11,0.7690913081169128,0.12,56.4477_-3.087912,163.4141082763672,EA,NA,NA,NA,Observed,5.517,5.517,5.517,NA,NA,NA,Miller et al 2022,35.0,98.0,NA,1.0,NA,NA,NA,NA,NA,Tay Estuary,LCM TAY2001,NA,Miller et al 2022,13.213845252990723,NA,NA,0.1,2020,NA,1,direct from dataset,1.2193195819854736,1.6433472633361816,67.0,189.0,42.0,-6.0,NA,0.18611204624176025,0.06094127893447876,0.18096399307250977,"{""type"":""Point"",""coordinates"":[-3.087914102208111,56.44770226725768]}"
00000000000000000b64,Perth & Kinross,0.31,0.31,NA,NA,NA,NA,TAY2002,UK,https://doi.org/10.7489/12422-1,Core-level,NA,6.0,Salt marsh,0-15cm,5,0.7690913081169128,0.06,56.44779_-3.087991,163.4141082763672,EA,NA,NA,NA,Observed,4.774,4.774,4.774,NA,NA,NA,Miller et al 2022,35.0,98.0,NA,1.0,NA,NA,NA,NA,NA,Tay Estuary,LCM TAY2002,NA,Miller et al 2022,13.213845252990723,NA,NA,0.04,2020,NA,1,direct from dataset,1.2193195819854736,1.6433472633361816,67.0,189.0,42.0,-6.0,NA,0.18611204624176025,0.06094127893447876,0.18096399307250977,"{""type"":""Point"",""coordinates"":[-3.0879899069260186,56.44778699017769]}"
00000000000000000b6a,Perth & Kinross,0.26,0.26,NA,NA,NA,NA,TAY2008,UK,https://doi.org/10.7489/12422-1,Core-level,NA,6.0,Salt marsh,0-15cm,5,0.7690913081169128,0.06,56.4477_-3.089118,163.4141082763672,EA,NA,NA,NA,Observed,12.989,12.989,12.989,NA,NA,NA,Miller et al 2022,35.0,98.0,NA,1.0,NA,NA,NA,NA,NA,Tay Estuary,LCM TAY2008,NA,Miller et al 2022,13.213845252990723,NA,NA,0.04,2020,NA,1,direct from dataset,2.025268316268921,0.9593630433082581,67.0,189.0,42.0,-6.0,NA,0.28644242882728577,0.09788498282432556,0.18096399307250977,"{""type"":""Point"",""coordinates"":[-3.089118059492541,56.447702267257675]}"
00000000000000000b6b,Perth & Kinross,0.23,0.23,NA,NA,NA,NA,TAY2009,UK,https://doi.org/10.7489/12422-1,Core-level,NA,6.0,Salt marsh,0-15cm,5,0.7353498935699463,0.06,56.44757_-3.088942,163.4141082763672,EA,NA,NA,NA,Observed,10.379,10.379,10.379,NA,NA,NA,Miller et al 2022,35.0,98.0,NA,1.0,NA,NA,NA,NA,NA,Tay Estuary,LCM TAY2009,NA,Miller et al 2022,13.213845252990723,NA,NA,0.04,2020,NA,1,direct from dataset,1.6015206575393677,0.9301002025604248,67.0,189.0,42.0,-6.0,NA,0.28644242882728577,0.09788498282432556,0.18096399307250977,"{""type"":""Point"",""coordinates"":[-3.088944154551456,56.447572953327125]}"
00000000000000000b6c,Perth & Kinross,0.33,0.33,NA,NA,NA,NA,TAY2010,UK,https://doi.org/10.7489/12422-1,Core-level,NA,6.0,Salt marsh,0-15cm,5,0.7353498935699463,0.06,56.44746_-3.088772,163.4141082763672,EA,NA,NA,NA,Observed,3.086,3.086,3.086,NA,NA,NA,Miller et al 2022,35.0,98.0,NA,1.0,NA,NA,NA,NA,NA,Tay Estuary,LCM TAY2010,NA,Miller et al 2022,13.213845252990723,NA,NA,0.04,2020,NA,1,direct from dataset,1.493417501449585,1.1125197410583496,67.0,189.0,42.0,-6.0,NA,0.2095705270767212,0.08227228373289108,0.18096399307250977,"{""type"":""Point"",""coordinates"":[-3.088770249610372,56.44746147580079]}"
00000000000000000b73,Dumfries & Galloway,0.34,0.34,NA,NA,NA,NA,Wig 2,UK,https://doi.org/10.7489/12422-1,Core-level,NA,16.0,Salt marsh,0-15cm,5,0.233531191945076,0.06,54.87075_-4.423453,241.42819213867188,EA,NA,NA,NA,Observed,3.13,3.13,3.13,NA,NA,NA,Miller et al 2022,81.0,94.0,NA,1.0,NA,NA,NA,NA,NA,Wigtown Bay,LCM Wig 2,NA,Miller et al 2022,13.822212219238281,NA,NA,0.04,2019,NA,1,direct from dataset,2.911646604537964,0.9739486575126648,122.0,183.0,60.0,0.0,NA,0.24105645716190338,0.07453221082687378,0.04875120520591736,"{""type"":""Point"",""coordinates"":[-4.4234549996246315,54.87075009790865]}"
00000000000000000b77,Dumfries & Galloway,0.29,0.29,NA,NA,NA,NA,Wig 6,UK,https://doi.org/10.7489/12422-1,Core-level,NA,16.0,Salt marsh,0-15cm,5,0.35849371552467346,0.06,54.87008_-4.428693,241.42819213867188,EA,NA,NA,NA,Observed,6.33,6.33,6.33,NA,NA,NA,Miller et al 2022,82.0,94.0,NA,1.0,NA,NA,NA,NA,NA,Wigtown Bay,LCM Wig 6,NA,Miller et al 2022,13.822212219238281,NA,NA,0.04,2019,NA,1,direct from dataset,3.0887951850891113,0.2288123071193695,123.0,183.0,61.0,0.0,NA,0.23213985562324524,0.07205440104007721,0.04875120520591736,"{""type"":""Point"",""coordinates"":[-4.4286944433624305,54.87008123275063]}"
00000000000000000b78,Dumfries & Galloway,0.3,0.3,NA,NA,NA,NA,Wig 7,UK,https://doi.org/10.7489/12422-1,Core-level,NA,16.0,Salt marsh,0-15cm,5,0.35849371552467346,0.06,54.86987_-4.430117,241.42819213867188,EA,NA,NA,NA,Observed,5.13,5.13,5.13,NA,NA,NA,Miller et al 2022,82.0,94.0,NA,1.0,NA,NA,NA,NA,NA,Wigtown Bay,LCM Wig 7,NA,Miller et al 2022,13.822212219238281,NA,NA,0.04,2019,NA,1,direct from dataset,2.9699320793151855,0.3635094165802002,123.0,183.0,61.0,0.0,NA,0.23217810690402985,0.07871200889348984,0.04875120520591736,"{""type"":""Point"",""coordinates"":[-4.43011689659848,54.86986719590007]}"
00000000000000000b7e,Dumfries & Galloway,0.45,0.45,NA,NA,NA,NA,WIG2005,UK,https://doi.org/10.7489/12422-1,Core-level,NA,16.0,Salt marsh,30-50cm,31,0.35849371552467346,0.32,54.87183_-4.426796,241.42819213867188,EA,NA,NA,NA,Observed,3.56,3.56,3.56,NA,NA,NA,Miller et al 2022,82.0,94.0,NA,1.0,NA,NA,NA,NA,NA,Wigtown Bay,LCM WIG2005,NA,Miller et al 2022,13.822212219238281,NA,NA,0.3,2020,NA,1,direct from dataset,3.0041592121124268,0.1863020956516266,123.0,183.0,61.0,0.0,NA,0.26185038685798645,0.083382748067379,0.04875120520591736,"{""type"":""Point"",""coordinates"":[-4.426794866313663,54.87182920036359]}"
00000000000000000b82,Dumfries & Galloway,0.25,0.25,NA,NA,NA,NA,WIG2010,UK,https://doi.org/10.7489/12422-1,Core-level,NA,16.0,Salt marsh,0-15cm,5,0.35849371552467346,0.06,54.87049_-4.432318,241.42819213867188,EA,NA,NA,NA,Observed,7.066,7.066,7.066,NA,NA,NA,Miller et al 2022,82.0,94.0,NA,1.0,NA,NA,NA,NA,NA,Wigtown Bay,LCM WIG2010,NA,Miller et al 2022,13.822212219238281,NA,NA,0.04,2020,NA,1,direct from dataset,3.039262533187866,0.06301452964544296,123.0,183.0,61.0,0.0,NA,0.22807303071022034,0.07586364448070526,0.04875129088759422,"{""type"":""Point"",""coordinates"":[-4.432319692518882,54.87049147004755]}"
00000000000000000b85,Dumfries & Galloway,0.23,0.23,NA,NA,NA,NA,WIG2013,UK,https://doi.org/10.7489/12422-1,Core-level,NA,16.0,Salt marsh,0-15cm,5,0.35849371552467346,0.06,54.87186_-4.424888,241.42819213867188,EA,NA,NA,NA,Observed,2.53,2.53,2.53,NA,NA,NA,Miller et al 2022,81.0,94.0,NA,1.0,NA,NA,NA,NA,NA,Wigtown Bay,LCM WIG2013,NA,Miller et al 2022,13.822212219238281,NA,NA,0.04,2020,NA,1,direct from dataset,3.058565378189087,0.3050723671913147,122.0,183.0,60.0,0.0,NA,0.2264603227376938,0.07470839470624924,0.04875120520591736,"{""type"":""Point"",""coordinates"":[-4.424886371062789,54.87186041407097]}"
00000000000000000b88,Dumfries & Galloway,0.23,0.23,NA,NA,NA,NA,WIG2016,UK,https://doi.org/10.7489/12422-1,Core-level,NA,16.0,Salt marsh,0-15cm,5,0.35849371552467346,0.06,54.87011_-4.431083,241.42819213867188,EA,NA,NA,NA,Observed,5.038,5.038,5.038,NA,NA,NA,Miller et al 2022,82.0,94.0,NA,1.0,NA,NA,NA,NA,NA,Wigtown Bay,LCM WIG2016,NA,Miller et al 2022,13.822212219238281,NA,NA,0.04,2020,NA,1,direct from dataset,2.9696106910705566,0.23068124055862427,123.0,183.0,61.0,0.0,NA,0.22342795133590698,0.07328399270772934,0.04875120520591736,"{""type"":""Point"",""coordinates"":[-4.431084521527079,54.870107987356946]}"
00000000000000000b89,Dumfries & Galloway,0.1,0.1,NA,NA,NA,NA,WIG2017,UK,https://doi.org/10.7489/12422-1,Core-level,NA,16.0,Salt marsh,0-15cm,5,0.35849371552467346,0.06,54.87058_-4.429227,241.42819213867188,EA,NA,NA,NA,Observed,9.393,9.393,9.393,NA,NA,NA,Miller et al 2022,82.0,94.0,NA,1.0,NA,NA,NA,NA,NA,Wigtown Bay,LCM WIG2017,NA,Miller et al 2022,13.822212219238281,NA,NA,0.04,2020,NA,1,direct from dataset,3.0709211826324463,0.09179075807332993,123.0,183.0,61.0,0.0,NA,0.21759769320487976,0.07217739522457123,0.04875120520591736,"{""type"":""Point"",""coordinates"":[-4.429225076387791,54.87058065206862]}"
00000000000000000b8b,NA,NA,NA,NA,NA,NA,NA,Lacustrine_lagoon_THI,Morocco,https://doi.org/10.1594/PANGAEA.925024,Core-level,NA,2.0,Lagoon near marsh,0-15cm,1,0.05405262112617493,0.02,27.98565_-12.28515,96.19237518310547,EA,NA,NA,NA,Observed,1.14,1.14,1.14,NA,NA,NA,Noguiera et al 2022,118.0,118.0,NA,3.0,NA,NA,NA,NA,NA,Lacustrine lagoon,JN Lacustrine_lagoon_THI,NA,Noguiera et al 2022,30.778823852539062,NA,NA,0.0,2016,NA,1,direct from dataset,0.0,0.6983778476715088,14.0,269.0,0.0,123.0,NA,0.049617115408182144,0.03241690248250961,0.5632197260856628,"{""type"":""Point"",""coordinates"":[-12.285148916620297,27.98564818490429]}"
00000000000000000b8c,NA,NA,NA,NA,NA,NA,NA,Lacustrine_lagoon_THIII,Morocco,https://doi.org/10.1594/PANGAEA.925024,Core-level,NA,2.0,Lagoon near marsh,0-15cm,1,0.050491102039813995,0.02,28.0271_-12.27597,96.37126159667969,EA,NA,NA,NA,Observed,2.33,2.33,2.33,NA,NA,NA,Noguiera et al 2022,118.0,117.0,NA,3.0,NA,NA,NA,NA,NA,Lacustrine lagoon,JN Lacustrine_lagoon_THIII,NA,Noguiera et al 2022,18.05710220336914,NA,NA,0.0,2016,NA,1,direct from dataset,0.40553343296051025,0.8787192702293396,14.0,268.0,0.0,123.0,NA,0.13486120104789734,0.05172817409038544,0.5632197260856628,"{""type"":""Point"",""coordinates"":[-12.275972086652303,28.027099988297124]}"
00000000000000000b9f,NA,NA,NA,NA,NA,NA,NA,D2,Germany,https://doi.org/10.1594/PANGAEA.932812,Core-level,NA,6.0,Salt marsh,0-15cm,2.5,0.07228080928325653,0.05,53.7757_7.757301,123.18110656738281,EA,NA,NA,NA,Observed,14.78,14.78,14.78,NA,NA,NA,Pollman et al 2021,30.0,90.0,NA,2.0,NA,NA,NA,NA,NA,Spiekerook Ostplate,TP Spiekerook Ostplate D2,NA,Pollman et al 2021,15.774703979492188,NA,NA,0.0,2016,NA,1,direct from dataset,1.5546348094940186,0.18669393658638,80.0,197.0,41.0,-7.0,NA,0.2803839147090912,0.06927928328514099,-0.03921045735478401,"{""type"":""Point"",""coordinates"":[7.757301902233441,53.77569743850657]}"
00000000000000000ba0,NA,NA,NA,NA,NA,NA,NA,D4,Germany,https://doi.org/10.1594/PANGAEA.932812,Core-level,NA,6.0,Salt marsh,0-15cm,2.5,0.07228080928325653,0.05,53.77493_7.758052,124.02383422851562,EA,NA,NA,NA,Observed,21.68,21.68,21.68,NA,NA,NA,Pollman et al 2021,31.0,91.0,NA,2.0,NA,NA,NA,NA,NA,Spiekerook Ostplate,TP Spiekerook Ostplate D4,NA,Pollman et al 2021,15.774703979492188,NA,NA,0.0,2016,NA,1,direct from dataset,1.2351090908050537,0.31356874108314514,80.0,197.0,41.0,-7.0,NA,0.2959924638271332,0.08437440544366837,-0.03921045735478401,"{""type"":""Point"",""coordinates"":[7.758051031210423,53.77493047312538]}"
00000000000000000ba1,NA,NA,NA,NA,NA,NA,NA,D7,Germany,https://doi.org/10.1594/PANGAEA.932812,Core-level,NA,6.0,Salt marsh,0-15cm,2.5,0.07228080928325653,0.05,53.77255_7.759153,124.02383422851562,EA,NA,NA,NA,Observed,7.93,7.93,7.93,NA,NA,NA,Pollman et al 2021,31.0,91.0,NA,2.0,NA,NA,NA,NA,NA,Spiekerook Ostplate,TP Spiekerook Ostplate D7,NA,Pollman et al 2021,15.774703979492188,NA,NA,0.0,2016,NA,1,direct from dataset,0.8595643639564514,0.725682258605957,80.0,197.0,41.0,-7.0,NA,0.31483152508735657,0.10183499753475189,-0.039210520684719086,"{""type"":""Point"",""coordinates"":[7.759152429170624,53.77254931316284]}"
00000000000000000ba2,NA,NA,NA,NA,NA,NA,NA,D8,Germany,https://doi.org/10.1594/PANGAEA.932812,Core-level,NA,6.0,Salt marsh,0-15cm,2.5,0.07228080928325653,0.05,53.77227_7.759541,124.02383422851562,EA,NA,NA,NA,Observed,7.61,7.61,7.61,NA,NA,NA,Pollman et al 2021,31.0,91.0,NA,2.0,NA,NA,NA,NA,NA,Spiekerook Ostplate,TP Spiekerook Ostplate D8,NA,Pollman et al 2021,15.774703979492188,NA,NA,0.0,2016,NA,1,direct from dataset,1.2196930646896362,0.3986382484436035,80.0,197.0,41.0,-7.0,NA,0.32382524013519287,0.1003156453371048,-0.039210520684719086,"{""type"":""Point"",""coordinates"":[7.759540370962271,53.77226838979647]}"
00000000000000000ba3,NA,NA,NA,NA,NA,NA,NA,D10,Germany,https://doi.org/10.1594/PANGAEA.932812,Core-level,NA,6.0,Salt marsh,0-15cm,2.5,0.07228080928325653,0.05,53.77094_7.760414,124.02383422851562,EA,NA,NA,NA,Observed,6.52,6.52,6.52,NA,NA,NA,Pollman et al 2021,31.0,91.0,NA,2.0,NA,NA,NA,NA,NA,Spiekerook Ostplate,TP Spiekerook Ostplate D10,NA,Pollman et al 2021,15.774703979492188,NA,NA,0.0,2016,NA,1,direct from dataset,1.4781690835952759,0.5499628782272339,80.0,197.0,41.0,-7.0,NA,0.30052727460861206,0.09838294237852097,-0.039210524410009384,"{""type"":""Point"",""coordinates"":[7.760414354768748,53.77093957768254]}"
00000000000000000ba4,NA,NA,NA,NA,NA,NA,NA,D13,Germany,https://doi.org/10.1594/PANGAEA.932812,Core-level,NA,6.0,Salt marsh,0-15cm,2.5,0.17296119034290314,0.05,53.76629_7.761431,124.02383422851562,EA,NA,NA,NA,Observed,2.95,2.95,2.95,NA,NA,NA,Pollman et al 2021,31.0,91.0,NA,2.0,NA,NA,NA,NA,NA,Spiekerook Ostplate,TP Spiekerook Ostplate D13,NA,Pollman et al 2021,15.774703979492188,NA,NA,0.0,2016,NA,1,direct from dataset,0.9402973651885986,0.21397152543067932,80.0,197.0,41.0,-7.0,NA,0.16827070713043213,0.07223127782344818,-0.039210591465234756,"{""type"":""Point"",""coordinates"":[7.761431029808934,53.7662887352838]}"
00000000000000000ba5,NA,NA,NA,NA,NA,NA,NA,F3,Germany,https://doi.org/10.1594/PANGAEA.932812,Core-level,NA,6.0,Salt marsh,0-15cm,2.5,0.0856037363409996,0.05,53.77638_7.775969,123.18110656738281,EA,NA,NA,NA,Observed,10.94,10.94,10.94,NA,NA,NA,Pollman et al 2021,31.0,90.0,NA,2.0,NA,NA,NA,NA,NA,Spiekerook Ostplate,TP Spiekerook Ostplate F3,NA,Pollman et al 2021,15.774703979492188,NA,NA,0.0,2016,NA,1,direct from dataset,1.57156503200531,0.19927406311035156,80.0,197.0,41.0,-7.0,NA,0.30808478593826294,0.080186627805233,-0.039210524410009384,"{""type"":""Point"",""coordinates"":[7.775967699243168,53.77637968096776]}"
